content,nFixations,FFD,TRT,GPT,GD,nFixations_avg,FFD_avg,TRT_avg,GPT_avg,GD_avg
filmgoers.,[],[],[],[],[],[],[],[],[],[]
universal.,[],[],[],[],[],[],[],[],[],[]
Aptly,2,62,126,62,62,[],[],[],[],[]
"named,",3,101,308,242,180,2.75,132.41666666666666,345.1666666666667,276.8333333333333,148.33333333333334
"shimmering,",4,109,400,180,180,3.5833333333333335,131.91666666666666,423.75,282.1666666666667,200.33333333333334
costumed,2,162,240,162,162,2.0,136.41666666666666,270.75,218.41666666666666,191.91666666666666
filmed,4,121,415,362,362,[],[],[],[],[]
Borstal,3,188,411,259,259,2.5833333333333335,113.5,315.5833333333333,227.83333333333334,217.0
Boy,1,71,71,330,71,[],[],[],[],[]
"realistic,",4,103,353,570,103,[],[],[],[],[]
piece.,1,84,84,328,84,[],[],[],[],[]
Griffiths,1,155,155,155,155,[],[],[],[],[]
she's,1,70,70,70,70,[],[],[],[],[]
luminary,1,82,82,82,82,[],[],[],[],[]
continually,3,147,327,327,327,[],[],[],[],[]
raises,1,149,149,149,149,[],[],[],[],[]
standard,3,130,359,240,240,[],[],[],[],[]
profession.,2,164,330,515,164,[],[],[],[],[]
asylum,1,105,105,105,105,2.5833333333333335,104.41666666666667,312.75,184.75,172.58333333333334
"gripping,",1,130,130,130,130,1.75,140.25,219.83333333333334,248.16666666666666,154.08333333333334
Jia,[],[],[],[],[],[],[],[],[],[]
family.,[],[],[],[],[],[],[],[],[],[]
Mira,[],[],[],[],[],[],[],[],[],[]
Nair's,1,94,94,94,94,[],[],[],[],[]
giddy,1,157,157,291,157,[],[],[],[],[]
delight,1,131,131,198,131,1.6666666666666667,108.08333333333333,197.91666666666666,152.08333333333334,116.41666666666667
"discovery,",1,81,81,81,81,1.6666666666666667,109.0,175.91666666666666,332.5833333333333,132.66666666666666
immersed,1,95,95,95,95,[],[],[],[],[]
culture,1,116,116,116,116,[],[],[],[],[]
nature,3,70,267,187,187,[],[],[],[],[]
over.,[],[],[],[],[],[],[],[],[],[]
last-place,2,97,207,207,207,[],[],[],[],[]
basketball,1,105,105,105,105,[],[],[],[],[]
teams,[],[],[],[],[],[],[],[],[],[]
playing,2,65,223,223,223,[],[],[],[],[]
final,1,71,71,71,71,[],[],[],[],[]
day,[],[],[],[],[],[],[],[],[],[]
season.,[],[],[],[],[],[],[],[],[],[]
Girls,[],[],[],[],[],[],[],[],[],[]
gone,2,74,170,170,170,[],[],[],[],[]
wild,1,64,64,64,64,[],[],[],[],[]
civil,1,177,177,244,177,[],[],[],[],[]
Analyze,6,80,669,327,80,2.5,126.66666666666667,303.9166666666667,180.75,132.25
De,1,175,175,175,175,[],[],[],[],[]
Niro's,1,93,93,93,93,[],[],[],[],[]
Meet,[],[],[],[],[],[],[],[],[],[]
Parents,[],[],[],[],[],[],[],[],[],[]
sums,1,115,115,115,115,[],[],[],[],[]
state,1,111,111,111,111,[],[],[],[],[]
career.,[],[],[],[],[],[],[],[],[],[]
trapped,2,69,153,306,69,[],[],[],[],[]
inside,[],[],[],[],[],[],[],[],[],[]
huge,1,98,98,98,98,[],[],[],[],[]
"game,",1,90,90,90,90,[],[],[],[],[]
"exciting,",2,94,214,94,94,[],[],[],[],[]
inane,1,145,145,145,145,[],[],[],[],[]
popping,3,88,256,228,88,1.5,111.58333333333333,161.83333333333334,143.0,131.33333333333334
past,1,104,104,175,104,[],[],[],[],[]
head,1,91,91,91,91,[],[],[],[],[]
illogical,1,144,144,144,144,[],[],[],[],[]
happening,1,100,100,100,100,1.8333333333333333,118.0,201.41666666666666,470.5,147.16666666666666
`Enigma',2,137,200,200,200,[],[],[],[],[]
historical,2,74,194,313,74,2.25,144.66666666666666,278.6666666666667,252.75,160.16666666666666
favor,3,126,383,549,126,1.75,113.33333333333333,192.5,209.41666666666666,125.33333333333333
sentimental,2,89,170,170,170,[],[],[],[],[]
`We,1,84,84,84,84,[],[],[],[],[]
Were,2,191,389,916,389,[],[],[],[],[]
Soldiers.',[],[],[],[],[],[],[],[],[],[]
presence,1,82,82,82,82,1.6666666666666667,106.08333333333333,161.75,144.58333333333334,131.25
after,1,129,129,129,129,[],[],[],[],[]
followed,2,102,157,102,102,[],[],[],[],[]
Visually,2,90,176,90,90,[],[],[],[],[]
sumptuous,2,62,219,395,62,2.5,98.66666666666667,312.6666666666667,302.5833333333333,133.83333333333334
intellectually,1,167,167,167,167,2.1666666666666665,120.58333333333333,269.5833333333333,220.75,180.75
stultifying.,3,101,439,439,439,2.6666666666666665,164.0,427.8333333333333,682.5833333333334,322.0833333333333
So,[],[],[],[],[],[],[],[],[],[]
"young,",3,254,523,319,319,2.3333333333333335,129.75,316.1666666666667,189.58333333333334,189.58333333333334
"smart,",2,127,307,127,127,1.75,129.83333333333334,220.66666666666666,195.58333333333334,155.83333333333334
"talent,",1,112,112,112,112,[],[],[],[],[]
wise,1,129,129,129,129,1.4166666666666667,117.58333333333333,166.58333333333334,261.4166666666667,124.33333333333333
***.,1,51,51,489,51,[],[],[],[],[]
dull.,1,116,116,296,116,[],[],[],[],[]
thinly,[],[],[],[],[],[],[],[],[],[]
veiled,3,84,235,150,150,[],[],[],[],[]
aspects,1,112,112,112,112,[],[],[],[],[]
Chinese,1,80,80,80,80,[],[],[],[],[]
clashing,1,162,162,162,162,[],[],[],[],[]
exhilarating,2,118,338,118,118,2.6666666666666665,128.83333333333334,393.0,243.83333333333334,232.0
Its,1,103,103,103,103,[],[],[],[],[]
awkward,6,103,765,476,196,[],[],[],[],[]
age,3,93,283,330,93,[],[],[],[],[]
threatens,3,71,228,1363,71,[],[],[],[],[]
overwhelm,1,90,90,90,90,[],[],[],[],[]
else,[],[],[],[],[],[],[],[],[],[]
everyone,3,97,292,189,189,[],[],[],[],[]
squirm,2,89,203,89,89,[],[],[],[],[]
recognition.,2,87,223,784,223,[],[],[],[],[]
Remarkably,4,117,514,117,117,1.8333333333333333,121.0,247.66666666666666,160.16666666666666,160.16666666666666
accessible,10,58,1925,287,58,3.6666666666666665,122.33333333333333,509.0833333333333,242.41666666666666,201.5
affecting.,6,129,973,3205,129,2.1666666666666665,183.91666666666666,380.25,821.5833333333334,258.5
climactic,2,82,192,192,192,3.0,100.5,421.6666666666667,200.25,200.25
realized,1,131,131,131,131,[],[],[],[],[]
forget,1,81,81,81,81,[],[],[],[],[]
"conflict,",2,95,212,95,95,[],[],[],[],[]
does.,1,100,100,831,100,[],[],[],[],[]
Distinctly,3,69,416,142,142,[],[],[],[],[]
sub-par...,2,63,148,290,63,2.25,100.25,228.25,206.41666666666666,122.75
drown,[],[],[],[],[],[],[],[],[],[]
viewer,[],[],[],[],[],[],[],[],[],[]
boredom,[],[],[],[],[],[],[],[],[],[]
send,[],[],[],[],[],[],[],[],[],[]
shivers,[],[],[],[],[],[],[],[],[],[]
spine.,[],[],[],[],[],[],[],[],[],[]
ode,[],[],[],[],[],[],[],[],[],[]
tackling,1,147,147,147,147,[],[],[],[],[]
life's,[],[],[],[],[],[],[],[],[],[]
wonderment,2,75,182,182,182,[],[],[],[],[]
rambling,1,141,141,198,141,[],[],[],[],[]
incoherent,2,69,156,156,156,[],[],[],[],[]
manifesto,1,76,76,76,76,1.5,132.33333333333334,213.16666666666666,275.75,185.08333333333334
vagueness,1,117,117,117,117,[],[],[],[],[]
topical,2,140,203,203,203,[],[],[],[],[]
excess...,2,76,174,174,174,[],[],[],[],[]
Praise,1,81,81,81,81,[],[],[],[],[]
Love,[],[],[],[],[],[],[],[],[],[]
ponderous,1,78,78,172,78,[],[],[],[],[]
pretentious,1,139,139,139,139,[],[],[],[],[]
endeavor,1,119,119,119,119,[],[],[],[],[]
unfocused,2,73,170,170,170,[],[],[],[],[]
tediously,1,200,200,200,200,[],[],[],[],[]
exasperating.,[],[],[],[],[],[],[],[],[],[]
Shamelessly,3,176,429,176,176,[],[],[],[],[]
resorting,2,111,279,532,111,2.5,130.66666666666666,307.0,251.91666666666666,192.83333333333334
pee-related,2,135,269,135,135,2.9166666666666665,116.33333333333333,380.4166666666667,331.1666666666667,224.16666666666666
cause,3,146,271,271,271,[],[],[],[],[]
Tom,1,89,89,89,89,[],[],[],[],[]
Green,2,147,221,147,147,[],[],[],[],[]
grimace;,1,142,142,142,142,1.4166666666666667,120.16666666666667,152.08333333333334,133.83333333333334,133.83333333333334
"still,",[],[],[],[],[],[],[],[],[],[]
Myer's,5,104,509,672,357,[],[],[],[],[]
silliness,1,83,83,83,83,[],[],[],[],[]
eventually,2,104,236,104,104,1.6666666666666667,124.66666666666667,207.91666666666666,213.91666666666666,154.83333333333334
prevail.,2,66,282,414,66,[],[],[],[],[]
We,[],[],[],[],[],[],[],[],[],[]
main,2,106,177,538,106,[],[],[],[],[]
whether,1,72,72,72,72,[],[],[],[],[]
wind,1,84,84,84,84,[],[],[],[],[]
"together,",1,101,101,101,101,[],[],[],[],[]
Michele's,2,97,160,160,160,1.4166666666666667,96.25,137.08333333333334,238.83333333333334,126.91666666666667
spiritual,[],[],[],[],[],[],[],[],[],[]
quest,[],[],[],[],[],[],[],[],[],[]
dramatic,[],[],[],[],[],[],[],[],[],[]
Most,[],[],[],[],[],[],[],[],[],[]
haunting,1,125,125,125,125,[],[],[],[],[]
``Fence'',1,113,113,239,113,2.4166666666666665,99.08333333333333,274.75,254.58333333333334,132.66666666666666
"conclusion,",2,67,182,182,182,1.8333333333333333,111.5,192.75,205.75,169.75
hear,1,98,98,98,98,[],[],[],[],[]
fate,1,102,102,189,102,[],[],[],[],[]
girls,1,83,83,83,83,[],[],[],[],[]
"realize,",1,104,104,450,104,[],[],[],[],[]
our,[],[],[],[],[],[],[],[],[],[]
"dismay,",2,69,144,144,144,[],[],[],[],[]
happen.,1,194,194,194,194,[],[],[],[],[]
Bogdanovich,3,72,324,324,324,2.5833333333333335,89.41666666666667,335.1666666666667,300.9166666666667,300.9166666666667
taps,2,81,165,81,81,[],[],[],[],[]
deep,4,62,382,483,62,[],[],[],[],[]
Hearst,2,118,195,118,118,1.8333333333333333,105.75,198.08333333333334,111.0,111.0
"mystique,",1,93,93,93,93,1.9166666666666667,128.75,243.0,342.25,138.25
entertainingly,1,149,149,149,149,2.25,165.0,310.75,265.6666666666667,215.08333333333334
reenacting,2,82,209,209,209,1.8333333333333333,103.66666666666667,216.91666666666666,247.5,210.16666666666666
historic,2,149,266,149,149,[],[],[],[],[]
scandal.,2,77,208,629,77,[],[],[],[],[]
Peralta's,2,80,161,161,161,[],[],[],[],[]
mythmaking,3,59,238,399,136,3.0,99.83333333333333,342.4166666666667,311.9166666666667,122.16666666666667
"informed,",1,86,86,86,86,[],[],[],[],[]
adult,[],[],[],[],[],[],[],[],[],[]
hindsight.,2,82,163,508,163,[],[],[],[],[]
``My,[],[],[],[],[],[],[],[],[],[]
"god,",1,74,74,74,74,1.4166666666666667,99.08333333333333,155.5,104.41666666666667,99.08333333333333
behaving,2,84,229,84,84,2.25,98.41666666666667,236.08333333333334,134.58333333333334,105.5
idiot!'',[],[],[],[],[],[],[],[],[],[]
Devos,[],[],[],[],[],[],[],[],[],[]
Cassel,[],[],[],[],[],[],[],[],[],[]
tremendous,1,98,98,98,98,[],[],[],[],[]
"tension,",2,51,165,51,51,[],[],[],[],[]
"vocalized,",2,75,144,144,144,[],[],[],[],[]
palpable.,2,83,240,354,240,[],[],[],[],[]
girl-meets-girl,2,92,158,158,158,3.8333333333333335,111.91666666666667,458.8333333333333,374.5833333333333,218.25
Kissing,3,119,318,318,318,[],[],[],[],[]
Jessica,5,86,408,86,86,[],[],[],[],[]
Steinis,5,65,728,780,65,[],[],[],[],[]
"quirky,",1,86,86,86,86,[],[],[],[],[]
charming,1,61,61,147,61,[],[],[],[],[]
Gollum's,1,133,133,133,133,[],[],[],[],[]
`performance',3,70,392,306,70,[],[],[],[],[]
incredible!,2,63,178,772,63,[],[],[],[],[]
"vision,",3,92,371,803,92,[],[],[],[],[]
disturbing,1,102,102,102,102,[],[],[],[],[]
hallucinations.,2,65,167,670,65,[],[],[],[],[]
"remake,",2,63,154,154,154,[],[],[],[],[]
pale,[],[],[],[],[],[],[],[],[],[]
imitation.,1,155,155,391,155,[],[],[],[],[]
Adults,[],[],[],[],[],[],[],[],[],[]
want,[],[],[],[],[],[],[],[],[],[]
spend,[],[],[],[],[],[],[],[],[],[]
thinking,1,64,64,173,64,[],[],[],[],[]
grocery,[],[],[],[],[],[],[],[],[],[]
lists,1,66,66,66,66,[],[],[],[],[]
ways,1,91,91,91,91,[],[],[],[],[]
Pinocchio.,[],[],[],[],[],[],[],[],[],[]
distinctive,1,84,84,84,84,[],[],[],[],[]
humorous,2,75,165,165,165,1.5,100.58333333333333,146.08333333333334,156.58333333333334,108.08333333333333
"out,",1,65,65,141,65,[],[],[],[],[]
clearly,1,190,190,244,190,[],[],[],[],[]
affection,1,58,58,58,58,[],[],[],[],[]
care.,1,97,97,333,97,[],[],[],[],[]
generic,1,138,138,138,138,[],[],[],[],[]
unlikely,1,94,94,94,94,[],[],[],[],[]
appreciated,2,85,151,215,85,1.8333333333333333,104.58333333333333,173.66666666666666,144.66666666666666,133.83333333333334
under-10,3,77,327,1168,181,2.9166666666666665,158.25,411.75,768.0,282.0833333333333
set.,[],[],[],[],[],[],[],[],[],[]
"Fugitive,",2,92,153,153,153,[],[],[],[],[]
"Runner,",1,106,106,106,106,[],[],[],[],[]
Total,1,179,179,179,179,[],[],[],[],[]
"Recall,",2,159,343,628,159,[],[],[],[],[]
tension.,1,163,163,163,163,[],[],[],[],[]
title,1,56,56,143,56,[],[],[],[],[]
"implies,",1,131,131,210,131,[],[],[],[],[]
standard-issue,3,92,269,147,147,2.5,161.58333333333334,365.9166666666667,344.0,292.8333333333333
spat,2,75,167,167,167,[],[],[],[],[]
Tinseltown,3,83,264,83,83,1.75,116.41666666666667,189.41666666666666,210.75,158.0
assembly,4,117,503,984,167,1.5833333333333333,151.91666666666666,215.75,365.4166666666667,187.75
line.,[],[],[],[],[],[],[],[],[],[]
"odd,",1,140,140,140,140,[],[],[],[],[]
poetic,1,122,122,122,122,[],[],[],[],[]
road,[],[],[],[],[],[],[],[],[],[]
spiked,2,80,160,168,80,[],[],[],[],[]
jolts,[],[],[],[],[],[],[],[],[],[]
"music,",[],[],[],[],[],[],[],[],[],[]
Morton's,1,90,90,90,90,1.4166666666666667,107.58333333333333,149.41666666666666,170.75,113.08333333333333
ever-watchful,2,100,207,207,207,[],[],[],[],[]
gaze,[],[],[],[],[],[],[],[],[],[]
tribute,3,65,298,323,65,[],[],[],[],[]
"actress,",2,59,156,383,59,[],[],[],[],[]
inventive,2,72,176,176,176,[],[],[],[],[]
journey,2,109,186,109,109,[],[],[],[],[]
Co-writer/director,2,71,202,202,202,3.0833333333333335,91.75,375.8333333333333,277.8333333333333,277.8333333333333
Jonathan,2,103,210,103,103,[],[],[],[],[]
Parker's,4,100,367,100,100,[],[],[],[],[]
fashion,2,118,232,232,232,1.5833333333333333,121.33333333333333,176.16666666666666,195.75,144.83333333333334
"Brazil-like,",2,77,175,175,175,2.25,115.83333333333333,268.0833333333333,291.8333333333333,209.08333333333334
hyper-real,2,161,249,249,249,[],[],[],[],[]
fall,1,138,138,138,138,[],[],[],[],[]
dreadfully,1,251,251,251,251,[],[],[],[],[]
short.,[],[],[],[],[],[],[],[],[],[]
"amateurish,",2,117,208,117,117,[],[],[],[],[]
quasi-improvised,6,79,706,402,79,[],[],[],[],[]
exercise,4,143,431,826,143,1.8333333333333333,117.83333333333333,199.5,259.0,152.91666666666666
``The,[],[],[],[],[],[],[],[],[],[]
Kid,1,88,88,88,88,[],[],[],[],[]
Stays,2,55,147,143,55,2.25,107.08333333333333,254.91666666666666,154.83333333333334,141.5
Picture'',[],[],[],[],[],[],[],[],[],[]
terrifically,1,102,102,102,102,1.9166666666666667,91.5,191.58333333333334,322.0833333333333,120.16666666666667
told,1,71,71,173,71,[],[],[],[],[]
wrote,2,116,184,184,184,[],[],[],[],[]
Cliff,1,116,116,353,116,[],[],[],[],[]
Notes,[],[],[],[],[],[],[],[],[],[]
edition,1,94,94,94,94,[],[],[],[],[]
cheat.,1,120,120,247,120,[],[],[],[],[]
gratingly,3,121,376,121,121,[],[],[],[],[]
groaner,1,228,228,228,228,[],[],[],[],[]
littered,2,63,119,63,63,1.5833333333333333,151.16666666666666,202.5,197.83333333333334,197.83333333333334
"zero-dimensional,",2,84,176,176,176,3.0,102.83333333333333,283.25,247.75,247.75
unlikable,1,98,98,98,98,[],[],[],[],[]
"hackneyed,",[],[],[],[],[],[],[],[],[],[]
threadbare,[],[],[],[],[],[],[],[],[],[]
setups.,[],[],[],[],[],[],[],[],[],[]
gentle,6,67,685,435,67,[],[],[],[],[]
melodrama,4,104,574,104,104,[],[],[],[],[]
luvvies,3,113,356,339,113,[],[],[],[],[]
"raptures,",4,85,319,1495,178,[],[],[],[],[]
introspective,1,115,115,115,115,[],[],[],[],[]
anything,1,133,133,133,133,[],[],[],[],[]
wider,[],[],[],[],[],[],[],[],[],[]
niche,1,88,88,88,88,[],[],[],[],[]
audience.,1,261,261,261,261,[],[],[],[],[]
Griffin,[],[],[],[],[],[],[],[],[],[]
Co.,1,118,118,118,118,[],[],[],[],[]
manage,2,58,185,303,58,1.3333333333333333,107.83333333333333,156.66666666666666,158.0,118.66666666666667
spectacularly,3,64,306,163,163,[],[],[],[],[]
outrageous.,1,106,106,249,106,1.3333333333333333,142.58333333333334,197.16666666666666,406.1666666666667,157.41666666666666
profoundly,2,60,153,153,153,2.5833333333333335,122.16666666666667,325.75,231.58333333333334,221.0
"affair,",[],[],[],[],[],[],[],[],[],[]
populating,3,57,226,226,226,2.3333333333333335,142.5,264.8333333333333,222.25,177.5
hackneyed,2,126,187,187,187,3.25,117.33333333333333,367.8333333333333,478.4166666666667,240.75
meanspirited,1,111,111,111,111,2.6666666666666665,110.75,296.5,237.83333333333334,237.83333333333334
cardboard,[],[],[],[],[],[],[],[],[],[]
performers,2,62,130,130,130,[],[],[],[],[]
value,2,72,136,136,136,[],[],[],[],[]
cash,1,117,117,117,117,[],[],[],[],[]
credibility.,1,116,116,345,116,[],[],[],[],[]
Warm,1,108,108,108,108,[],[],[],[],[]
Water,2,233,332,440,233,[],[],[],[],[]
Under,[],[],[],[],[],[],[],[],[],[]
Bridge,2,89,236,269,89,[],[],[],[],[]
explores,1,102,102,681,102,1.4166666666666667,113.75,196.0,294.6666666666667,196.0
fascinating,1,86,86,172,86,[],[],[],[],[]
connections,1,191,191,191,191,[],[],[],[],[]
"women,",[],[],[],[],[],[],[],[],[],[]
"water,",[],[],[],[],[],[],[],[],[],[]
"nature,",[],[],[],[],[],[],[],[],[],[]
sexuality.,[],[],[],[],[],[],[],[],[],[]
Stealing,1,94,94,94,94,[],[],[],[],[]
Harvard,2,133,209,531,133,[],[],[],[],[]
horrible,1,144,144,144,144,[],[],[],[],[]
failure!,[],[],[],[],[],[],[],[],[],[]
else...,[],[],[],[],[],[],[],[],[],[]
moral,1,97,97,97,97,[],[],[],[],[]
sense.,1,147,147,287,147,[],[],[],[],[]
Those,2,161,259,259,259,[],[],[],[],[]
unfamiliar,2,65,171,430,65,[],[],[],[],[]
Mormon,4,167,396,316,316,[],[],[],[],[]
traditions,2,104,258,104,104,[],[],[],[],[]
Singles,3,103,233,103,103,[],[],[],[],[]
Ward,1,155,155,285,155,[],[],[],[],[]
occasionally,5,69,398,505,69,2.5833333333333335,102.58333333333333,294.75,301.0833333333333,164.25
bewildering.,1,133,133,545,133,[],[],[],[],[]
Viewed,4,137,701,701,701,[],[],[],[],[]
"romance,",1,109,109,109,109,[],[],[],[],[]
fairy,2,154,254,154,154,[],[],[],[],[]
"tale,",2,167,243,243,243,[],[],[],[],[]
"drama,",2,52,207,568,52,[],[],[],[],[]
remotely,1,78,78,78,78,[],[],[],[],[]
triumphant,1,110,110,110,110,[],[],[],[],[]
motion,1,244,244,244,244,[],[],[],[],[]
"watching,",2,96,197,308,96,[],[],[],[],[]
scenes.,[],[],[],[],[],[],[],[],[],[]
exactly,1,138,138,138,138,[],[],[],[],[]
thought-provoking,3,108,267,267,267,[],[],[],[],[]
"Williams,",3,94,249,150,150,[],[],[],[],[]
developments,4,117,482,249,249,[],[],[],[],[]
processed,4,94,352,203,203,2.1666666666666665,98.83333333333333,211.83333333333334,267.3333333333333,137.83333333333334
60,1,78,78,78,78,[],[],[],[],[]
overexposed,5,124,500,124,124,[],[],[],[],[]
waste,3,67,288,191,67,[],[],[],[],[]
Cantet,2,186,266,266,266,[],[],[],[],[]
captures,1,93,93,93,93,[],[],[],[],[]
hotel,[],[],[],[],[],[],[],[],[],[]
"lobbies,",1,99,99,99,99,[],[],[],[],[]
two-lane,2,67,216,216,216,[],[],[],[],[]
"highways,",1,105,105,105,105,[],[],[],[],[]
roadside,1,122,122,122,122,[],[],[],[],[]
cafes,1,99,99,99,99,[],[],[],[],[]
permeate,3,116,293,189,189,[],[],[],[],[]
Vincent's,2,107,221,325,107,[],[],[],[],[]
reminder,2,64,163,163,163,[],[],[],[],[]
move,[],[],[],[],[],[],[],[],[],[]
examine,1,99,99,99,99,[],[],[],[],[]
values.,1,117,117,117,117,[],[],[],[],[]
Too,[],[],[],[],[],[],[],[],[],[]
well-acted,2,86,161,161,161,[],[],[],[],[]
thriller,[],[],[],[],[],[],[],[],[],[]
preamble,1,97,97,97,97,[],[],[],[],[]
complicated,2,88,166,166,166,[],[],[],[],[]
materializes.,1,171,171,171,171,[],[],[],[],[]
richly,1,124,124,124,124,[],[],[],[],[]
imagined,2,71,180,304,71,[],[],[],[],[]
admirably,3,151,319,319,319,[],[],[],[],[]
mature,1,93,93,93,93,[],[],[],[],[]
gifted,1,83,83,83,83,[],[],[],[],[]
definitely,1,134,134,134,134,[],[],[],[],[]
mind.,[],[],[],[],[],[],[],[],[],[]
"exquisite,",1,104,104,104,104,[],[],[],[],[]
anthropomorphic,3,85,342,342,342,[],[],[],[],[]
animal,1,121,121,121,121,[],[],[],[],[]
makeup,1,72,72,72,72,[],[],[],[],[]
"design,",1,70,70,142,70,[],[],[],[],[]
hope,[],[],[],[],[],[],[],[],[],[]
eventual,[],[],[],[],[],[],[],[],[],[]
DVD,[],[],[],[],[],[],[],[],[],[]
release,[],[],[],[],[],[],[],[],[],[]
offer,[],[],[],[],[],[],[],[],[],[]
subtitles,[],[],[],[],[],[],[],[],[],[]
Italian-language,[],[],[],[],[],[],[],[],[],[]
soundtrack.,[],[],[],[],[],[],[],[],[],[]
"Jones,",1,55,55,55,55,[],[],[],[],[]
"presence,",1,105,105,105,105,[],[],[],[],[]
muster,2,125,226,125,125,[],[],[],[],[]
"notwithstanding,",2,64,289,289,289,[],[],[],[],[]
nastier,[],[],[],[],[],[],[],[],[],[]
fully,[],[],[],[],[],[],[],[],[],[]
lead's,[],[],[],[],[],[],[],[],[],[]
specific,[],[],[],[],[],[],[],[],[],[]
gifts.,[],[],[],[],[],[],[],[],[],[]
casual,1,87,87,87,87,[],[],[],[],[]
permeates,3,98,309,161,161,[],[],[],[],[]
script.,1,115,115,263,115,[],[],[],[],[]
Wedding,3,53,367,157,157,[],[],[],[],[]
bit,[],[],[],[],[],[],[],[],[],[]
anachronistic.,3,77,287,621,287,[],[],[],[],[]
action/thriller,2,113,177,177,177,[],[],[],[],[]
finest,1,50,50,50,50,[],[],[],[],[]
"kind,",1,73,73,378,73,[],[],[],[],[]
evoking,1,143,143,143,143,[],[],[],[],[]
memories,1,97,97,97,97,[],[],[],[],[]
Day,[],[],[],[],[],[],[],[],[],[]
"Jackal,",1,61,61,61,61,[],[],[],[],[]
"Connection,",1,131,131,131,131,[],[],[],[],[]
Heat.,2,116,217,217,217,[],[],[],[],[]
murder,2,164,310,164,164,[],[],[],[],[]
"numbers,",3,94,222,368,94,[],[],[],[],[]
bored,1,88,88,88,88,[],[],[],[],[]
"ABC's,",2,128,231,231,231,[],[],[],[],[]
whopping,2,111,246,246,246,[],[],[],[],[]
shootouts.,1,246,246,246,246,[],[],[],[],[]
individual,4,75,372,494,264,[],[],[],[],[]
prism,2,72,217,217,217,[],[],[],[],[]
beliefs,[],[],[],[],[],[],[],[],[],[]
"prejudices,",1,108,108,108,108,[],[],[],[],[]
peace,1,160,160,160,160,[],[],[],[],[]
possible.,1,67,67,227,67,[],[],[],[],[]
extended,4,105,451,401,105,[],[],[],[],[]
"short,",1,87,87,87,87,[],[],[],[],[]
albeit,1,92,92,92,92,[],[],[],[],[]
smartest,1,85,85,85,85,[],[],[],[],[]
class.,1,69,69,469,69,[],[],[],[],[]
know,1,98,98,158,98,[],[],[],[],[]
comedy.,[],[],[],[],[],[],[],[],[],[]
classy,2,74,200,200,200,[],[],[],[],[]
item,1,103,103,103,103,[],[],[],[],[]
legend,2,105,189,196,105,[],[],[],[],[]
prove,[],[],[],[],[],[],[],[],[],[]
chops,1,157,157,157,157,[],[],[],[],[]
drive,[],[],[],[],[],[],[],[],[],[]
done.,1,109,109,109,109,[],[],[],[],[]
Starts,[],[],[],[],[],[],[],[],[],[]
"mediocre,",1,88,88,88,88,[],[],[],[],[]
spirals,[],[],[],[],[],[],[],[],[],[]
"downward,",1,208,208,208,208,[],[],[],[],[]
thuds,2,105,158,158,158,[],[],[],[],[]
bottom,1,86,86,86,86,[],[],[],[],[]
pool,[],[],[],[],[],[],[],[],[],[]
utterly,[],[],[],[],[],[],[],[],[],[]
incompetent,1,179,179,179,179,[],[],[],[],[]
conclusion.,[],[],[],[],[],[],[],[],[],[]
tastelessness,3,75,370,199,199,3.1666666666666665,123.91666666666667,390.3333333333333,205.33333333333334,188.5
rap.,1,51,51,222,51,[],[],[],[],[]
driven,2,113,206,113,113,[],[],[],[],[]
appealing,3,108,390,483,108,2.1666666666666665,129.91666666666666,312.9166666666667,328.0833333333333,240.75
leads.,[],[],[],[],[],[],[],[],[],[]
Fans,1,97,97,97,97,[],[],[],[],[]
TV,2,51,304,212,51,[],[],[],[],[]
"disappointed,",2,89,174,174,174,[],[],[],[],[]
slightly,1,94,94,347,94,1.5833333333333333,120.08333333333333,198.08333333333334,210.41666666666666,144.83333333333334
bored.,[],[],[],[],[],[],[],[],[],[]
head-turner,2,108,208,208,208,[],[],[],[],[]
thoughtfully,1,84,84,84,84,[],[],[],[],[]
"written,",1,116,116,116,116,[],[],[],[],[]
read,1,206,206,206,206,[],[],[],[],[]
"and,",[],[],[],[],[],[],[],[],[],[]
deeply,3,56,239,971,56,[],[],[],[],[]
humanizing.,1,152,152,412,152,[],[],[],[],[]
Bray,1,95,95,95,95,[],[],[],[],[]
sea;,2,97,238,415,97,[],[],[],[],[]
Savage,2,188,290,290,290,[],[],[],[],[]
Garden,2,101,166,166,166,[],[],[],[],[]
"resume,",1,108,108,108,108,[],[],[],[],[]
clue,1,74,74,74,74,[],[],[],[],[]
monsterous,1,344,344,344,344,[],[],[],[],[]
Men,[],[],[],[],[],[],[],[],[],[]
Black,2,71,142,310,71,[],[],[],[],[]
insignificance,4,78,387,661,139,[],[],[],[],[]
sci-fi,[],[],[],[],[],[],[],[],[],[]
spectacle,2,77,148,77,77,[],[],[],[],[]
Whiffle-Ball,3,172,396,172,172,[],[],[],[],[]
epic.,2,96,196,623,96,[],[],[],[],[]
Martyr,3,125,331,234,234,[],[],[],[],[]
royally,4,69,505,519,69,[],[],[],[],[]
screwed,3,97,258,343,202,1.6363636363636365,141.45454545454547,192.0909090909091,177.45454545454547,164.63636363636363
